"id","constituency_name","country","region","Turnout19","ConVote19","LabVote19","LDVote19","SNPVote19","PCVote19","UKIPVote19","GreenVote19","BrexitVote19","TotalVote19","c11PopulationDensity","c11Female","c11FulltimeStudent","c11Retired","c11HouseOwned","c11HouseholdMarried"
E14000533,Amber Valley,England,East Midlands,65.1180419921875,29096.0,12210.0,2873.0,,,,1388.0,,45567.0,7.0511899881013225,50.78342796672849,5.294369383138718,16.989668032035215,72.46821221813953,36.04113246451136
S14000004,Angus,Scotland,Scotland,67.50375366210938,17421.0,2051.0,2482.0,21216.0,,,,,43170.0,0.43755246569697337,51.39528394028184,6.3128235163756665,17.4473271809159,59.843770008964015,33.228326290178
W07000057,Arfon,Wales,Wales,68.87125396728516,4428.0,10353.0,,,13134.0,,,1159.0,29074.0,1.4840321928631803,50.946791474749475,19.783767052112584,12.699816489420504,62.456618740704016,29.89588497768964
S14000005,Argyll and Bute,Scotland,Scotland,72.22848510742188,16930.0,3248.0,6832.0,21040.0,,,,,48050.0,0.12760168290766152,51.069573304902114,5.18754988028731,19.586837743262326,66.48722741433022,33.25358255451714
E14000534,Arundel and South Downs,England,South East,75.13887786865234,35566.0,9722.0,13045.0,,,,2519.0,,61408.0,1.507466972870492,51.99810829983448,5.549607939585082,18.68435519805561,75.97014925373135,38.60616273471353
E14000535,Ashfield,England,East Midlands,62.63106918334961,19231.0,11971.0,1105.0,,,,674.0,2501.0,48980.0,9.461835696765222,50.82814922385541,5.352681656301494,17.08658906075586,69.08881465268978,35.24017970279922
E14000536,Ashford,England,South East,67.06531524658203,37270.0,13241.0,6048.0,,,,2638.0,,60059.0,2.240966389472577,51.477775810164694,6.235026874045754,14.174352354116756,67.84411385630338,37.403062673394935
E14000537,Ashton-under-Lyne,England,North West,56.7521858215332,14281.0,18544.0,1395.0,,,,1208.0,3151.0,38579.0,31.426785218116144,50.82445515229212,7.042486361382047,14.543350516238595,62.371557747636665,30.260994656802303
E14000538,Aylesbury,England,South East,69.896728515625,32737.0,15364.0,10081.0,,,,2394.0,,60576.0,5.82418275599377,50.48737815546114,5.955724645082219,11.61525891124502,69.5131869408621,38.95433949111188
S14000006,"Ayr, Carrick and Cumnock",Scotland,Scotland,64.73808288574219,17943.0,6219.0,2158.0,20272.0,,,,,46592.0,0.5608159683613918,52.058773095554514,6.650142772245656,18.95899465147628,63.83905201541903,32.81539999048208
S14000010,Central Ayrshire,Scotland,Scotland,66.72306823730469,16182.0,6583.0,2283.0,21486.0,,,,,46534.0,3.5959418633134645,52.4506409019176,7.077510500190913,18.49560901107293,66.32676298676652,33.79722173021938
S14000048,North Ayrshire and Arran,Scotland,Scotland,65.4853515625,14855.0,6702.0,2107.0,23376.0,,,1114.0,,48154.0,1.176858343292961,52.347798775061506,7.040755551774016,19.203607589551606,64.09291222915901,31.885787734116782
E14000539,Banbury,England,South East,69.82222747802734,34148.0,17335.0,8831.0,,,,2607.0,,62921.0,2.5432360699230334,50.541856047757946,5.795429383864163,11.872880467083872,67.74872448979592,39.340986394557824
S14000007,Banff and Buchan,Scotland,Scotland,63.40109634399414,21182.0,1734.0,2280.0,17064.0,,,,,42260.0,0.5750582457024117,50.39474404598959,5.556289931703018,14.653741646471321,67.84804262219134,39.695776387923715
E14000540,Barking,England,London,57.08439636230469,11792.0,27219.0,1482.0,,,,820.0,3186.0,44499.0,59.89305598401716,51.098411452584756,11.96411124085504,7.884326668731978,42.95359957495794,29.113167448862125
E14000541,Barnsley Central,England,Yorkshire and The Humber,56.532928466796875,7892.0,14804.0,1176.0,,,,900.0,11233.0,36903.0,17.118628496562852,50.64983549945167,5.991631535896307,15.81513874032593,62.969026431834386,32.227826041034035
E14000542,Barnsley East,England,Yorkshire and The Humber,54.773826599121094,10377.0,14329.0,1330.0,,,,922.0,11112.0,38070.0,10.291853259663478,51.049384081208395,5.590202799631548,16.248131313893964,62.75012169813737,33.09676923471087
E14000543,Barrow and Furness,England,North West,65.6318588256836,23876.0,18087.0,2025.0,,,,703.0,1355.0,46046.0,3.1566864494118483,50.62819444757166,5.211577907771785,18.749525184228517,74.15660400846508,33.1880990912486
E14000544,Basildon and Billericay,England,East of England,63.1247673034668,29590.0,9178.0,3741.0,,,,1395.0,,44128.0,14.89186474167919,51.825794150768786,5.6963609624831815,14.280797271504115,66.60250240615977,35.06844187787402
E14000933,South Basildon and East Thurrock,England,East of England,60.84953308105469,29973.0,10051.0,1957.0,,,,,,45297.0,7.373066383167193,51.13948351671036,5.9156154849934754,13.971011239108167,66.24800587475627,36.195588868349745
E14000545,Basingstoke,England,South East,65.97650909423828,29593.0,15395.0,6841.0,,,,2138.0,,54713.0,18.24934942039271,50.5546501722286,5.698954458630743,10.863828289936665,64.31832423238744,37.053531465401484
E14000546,Bassetlaw,England,East Midlands,63.53219223022461,28078.0,14065.0,3332.0,,,,,5366.0,50841.0,2.164557949174758,50.50959463625154,5.7815789817829915,16.985104685681403,68.83990455630043,36.71173730257925
E14000547,Bath,England,South West,76.89403533935547,16097.0,6639.0,28419.0,,,,,642.0,52138.0,30.9879931508999,51.00665098639418,22.43835737285519,11.096408039639481,57.161803713527846,27.28116710875332
E14000548,Batley and Spen,England,Yorkshire and The Humber,66.52630615234375,19069.0,22594.0,2462.0,,,,692.0,1678.0,52927.0,19.733206044744865,50.64180390921139,6.738509811990433,14.136724878475349,67.05147919487733,35.769204287255285
E14000549,Battersea,England,London,75.58538055419922,21622.0,27290.0,9150.0,,,,1529.0,386.0,59977.0,103.77022716664074,51.10721682332324,6.9697179362992685,5.6216702414723585,41.99691949046707,21.661393722421113
E14000550,Beaconsfield,England,South East,74.45702362060547,32477.0,5756.0,,,,,2033.0,,57868.0,5.638962726346876,51.608359242154414,6.422870655800009,14.874090339653447,73.86972040452112,39.13345231013286
E14000551,Beckenham,England,London,73.62879180908203,27282.0,13024.0,8194.0,,,,2055.0,,50555.0,25.22642931694306,51.830228361931255,6.896330921431773,13.837484792213614,76.88325841166053,36.77428143304727
E14000552,Bedford,England,East of England,66.08038330078125,20346.0,20491.0,4608.0,,,,960.0,896.0,47301.0,29.780651092619223,50.72427918389963,10.284885867855628,11.128738870577294,59.21091086215294,31.36629322942036
E14000813,Mid Bedfordshire,England,East of England,73.7137680053711,38692.0,14028.0,8171.0,,,,2478.0,,64717.0,2.1883759317772093,50.126347119984814,7.923136593132919,13.807650957390347,74.36548855513213,43.26633290991058
E14000841,North East Bedfordshire,England,East of England,71.70206451416016,38443.0,14160.0,7999.0,,,,1891.0,,65018.0,1.8922813028436725,50.88593792593169,5.8997956375973395,14.198512027996312,74.32906590801328,41.83736367946894
E14000949,South West Bedfordshire,England,East of England,66.69544219970703,32212.0,13629.0,5435.0,,,,2031.0,,53307.0,8.06049857206622,50.72379962952436,6.402426747916191,13.265237641437258,71.17942164797199,37.233186615552086
E14000553,Bermondsey and Old Southwark,England,London,62.859256744384766,9678.0,31723.0,15597.0,,,,,1617.0,58615.0,121.4024583321339,49.42934825563934,16.642754662840744,4.847997208111986,24.4033900150627,17.32936500734987
E14000554,Berwick-upon-Tweed,England,North East,70.25308990478516,23947.0,9112.0,7656.0,,,,1394.0,,42109.0,0.3182216103060799,50.62996909585568,4.771128011941147,20.118700689459097,62.72607891123978,37.154539485465286
S14000008,"Berwickshire, Roxburgh and Selkirk",Scotland,Scotland,71.3196792602539,25747.0,2513.0,4287.0,20599.0,,,,,53146.0,0.2471360223010485,51.57948100503786,5.621017968358508,18.715727682726037,59.97273656707941,34.479154833579464
E14000555,Bethnal Green and Bow,England,London,68.61616516113281,6528.0,44052.0,5892.0,,,,2570.0,1081.0,60562.0,136.80425197537872,48.89550143197901,17.12018140589569,4.9937692794835655,23.366947931673185,20.135830417781435
E14000556,Beverley and Holderness,England,Yorkshire and The Humber,67.18279266357422,33250.0,12802.0,4671.0,,,,1378.0,,53542.0,1.2835908630690573,51.14488511047841,6.161401033682868,19.85430769022071,75.5337726140306,39.16738457239982
E14000557,Bexhill and Battle,England,South East,72.09716796875,37590.0,11531.0,7280.0,,,,2692.0,,59093.0,1.912650070504132,52.39608049480279,5.820854964888946,21.133851060482545,75.00056067640001,32.85787974612573
E14000558,Bexleyheath and Crayford,England,London,66.0587158203125,25856.0,12753.0,2819.0,,,,1298.0,,43246.0,40.63725853008659,51.766687915490394,7.824116915026005,13.306104215195125,72.88835712047404,35.185026920776004
E14000559,Birkenhead,England,North West,66.38593292236328,5540.0,24990.0,1620.0,,,,1405.0,1489.0,42329.0,35.289489995391044,51.76203021909973,6.924920745380035,14.106549137864377,52.93412276099828,24.374828249519098
E14000560,"Birmingham, Edgbaston",England,West Midlands,61.498226165771484,15603.0,21217.0,3349.0,,,,1112.0,1047.0,42328.0,34.659765915216944,51.34309502112501,18.159465134268977,10.758094817106862,51.474476818857184,26.029363620337957
E14000561,"Birmingham, Erdington",England,West Midlands,53.25784683227539,14119.0,17720.0,1301.0,,,,648.0,1441.0,35229.0,44.51475736730206,51.64147354210559,8.678934358692667,11.52372829905029,51.43142801404604,23.966055403823646
E14000562,"Birmingham, Hall Green",England,West Midlands,65.90560913085938,7381.0,35889.0,3673.0,,,,818.0,877.0,52911.0,59.37796175146134,49.610022087244616,12.439009172022212,9.295563736195172,58.26877994088269,32.509428192844766
E14000563,"Birmingham, Hodge Hill",England,West Midlands,57.47876739501953,6742.0,35397.0,760.0,,,,328.0,1519.0,45003.0,58.963660769234494,51.122635151794086,12.221140793484107,9.141203288681709,53.20770964718993,31.687055188308893
E14000564,"Birmingham, Ladywood",England,West Midlands,56.22330093383789,4773.0,33355.0,2228.0,,,,931.0,831.0,42118.0,49.003628093355715,48.452558547038905,23.294028966779734,5.649060464114575,28.690206919661556,19.657367847867974
E14000565,"Birmingham, Northfield",England,West Midlands,58.48237228393555,19957.0,18317.0,1961.0,,,254.0,954.0,1655.0,43098.0,40.81466755736557,51.77673483070734,7.899601128514447,13.257265159201145,56.8958733538547,27.465456986136505
E14000566,"Birmingham, Perry Barr",England,West Midlands,58.532623291015625,11277.0,26594.0,1901.0,,,,845.0,1382.0,42147.0,43.45603064524638,50.60323092725745,13.539352586480483,10.162117846186396,61.8696868894873,30.025344527166165
E14000567,"Birmingham, Selly Oak",England,West Midlands,59.8403205871582,15300.0,27714.0,3169.0,,,,1848.0,1436.0,49467.0,46.7933470325589,51.826227334313465,22.15933826730518,10.934979128786908,56.55440729483283,26.699088145896653
E14000568,"Birmingham, Yardley",England,West Midlands,57.12947082519531,12720.0,23379.0,3754.0,,,,579.0,2246.0,42678.0,47.50350475088454,50.96872716370927,8.553460824309123,11.716791130748275,59.25639973942626,29.61613627041764
E14000569,Bishop Auckland,England,North East,65.72539520263672,24067.0,16105.0,2133.0,,,,,2500.0,44805.0,0.9483750847783747,51.13434240271737,5.595914439166744,18.099407034863866,64.87787393107686,33.65763735982385
E14000570,Blackburn,England,North West,62.80147171020508,10736.0,29040.0,1130.0,,,,741.0,2770.0,44736.0,26.585061736658016,50.00839192137702,9.523490472489481,12.0065392758556,60.79109827740715,34.13820571542368
E14000571,Blackley and Broughton,England,North West,52.633155822753906,9485.0,23887.0,1590.0,,,,920.0,2736.0,38618.0,39.699335440996194,49.77969192986258,11.354563774757082,9.725698589343706,36.463069117743956,23.610287496431003
E14000572,Blackpool North and Cleveleys,England,North West,60.9244499206543,22364.0,13768.0,1494.0,,,,735.0,,38804.0,36.272411723256,51.35326354162919,6.379935468848751,18.600938030136714,67.64721332142669,27.089352313915004
E14000573,Blackpool South,England,North West,56.772403717041016,16247.0,12557.0,1008.0,,,,563.0,2009.0,32752.0,40.177587050779415,50.68171190903945,6.706368457150505,15.379982937151842,60.11280562932947,23.634422144949756
W07000072,Blaenau Gwent,Wales,Wales,59.557735443115234,5749.0,14862.0,1285.0,,1722.0,,386.0,6215.0,30219.0,6.418993468282923,50.83364368178302,6.28462236290992,16.809820687525335,62.08574434508154,31.559047869542344
E14000574,Blaydon,England,North East,67.32347869873047,14263.0,19794.0,3703.0,,,,1279.0,5833.0,45681.0,8.058490026955655,51.6951552429175,5.985552115583075,18.589713968855413,68.81448617416426,34.87412298803137
E14000575,Blyth Valley,England,North East,63.41709518432617,17440.0,16728.0,2151.0,,,,1146.0,3394.0,40859.0,11.678597670078977,51.545501010051844,5.759958156944149,17.768588287213348,65.14743820910427,35.967710616105855
E14000576,Bognor Regis and Littlehampton,England,South East,66.1402816772461,32521.0,10018.0,5645.0,,,846.0,1826.0,,51223.0,16.121545839284074,51.90637286275944,6.022956698527439,18.6209038670601,70.30789764359352,29.887702503681883
E14000577,Bolsover,England,East Midlands,61.11946487426758,21791.0,16492.0,1759.0,,,,758.0,4151.0,45938.0,4.172872551877667,50.75630074201094,5.541857798165138,17.25487385321101,66.68621987583712,35.21288556484333
E14000578,Bolton North East,England,North West,64.4662857055664,19759.0,19381.0,1847.0,,,,689.0,1880.0,43556.0,26.186942804691707,50.69578540844597,8.097452486858067,15.231644619028364,60.641526843600516,30.396037199815456
E14000579,Bolton South East,England,North West,58.70769119262695,13918.0,21516.0,1411.0,,,,791.0,2968.0,40604.0,27.012812548120067,50.377898119846286,8.93339582069802,13.206428847108121,57.44202898550724,31.057971014492754
E14000580,Bolton West,England,North West,67.35527801513672,27255.0,18400.0,2704.0,,,,939.0,,49298.0,13.470955421274654,50.69665584037747,6.550012161446784,15.85423432961813,72.3635642975698,36.29202070998588
E14000581,Bootle,England,North West,65.71253204345703,4510.0,39066.0,1822.0,,,,1166.0,2610.0,49174.0,38.53838415075727,51.90301577466505,7.802371322510942,13.69327940606128,56.12173014605739,26.799887286901797
E14000582,Boston and Skegness,England,East Midlands,60.097145080566406,31963.0,6342.0,1963.0,,,,,,41696.0,1.452538514040701,51.29617245584359,4.9836206433596475,18.83357499597229,63.512865590538595,32.7222082695952
E14000583,Bosworth,England,East Midlands,69.2060546875,36056.0,9778.0,9096.0,,,,1502.0,,56432.0,3.4003176748223503,50.780407399116825,5.500557628495504,16.551239862864698,76.0410791502162,37.704455724760294
E14000584,Bournemouth East,England,South West,66.47419738769531,24926.0,16120.0,5418.0,,,,2049.0,,49274.0,40.53892096751791,50.06167280131568,9.758225488770506,12.113841557720525,57.87660029225099,26.878366884037426
E14000585,Bournemouth West,England,South West,61.95943832397461,24550.0,14400.0,4931.0,,,,2096.0,,45977.0,36.51834440922626,50.454692425834615,16.04426742227806,12.835146622470528,57.26610823271632,24.873895875653346
E14000586,Bracknell,England,South East,68.81663513183594,31894.0,12065.0,7749.0,,,,2089.0,,54350.0,14.1794566991641,50.092990872588196,6.192014740420674,11.166906717531498,68.86189106297996,39.61151660683293
E14000587,Bradford East,England,Yorkshire and The Humber,60.355709075927734,9681.0,27825.0,3316.0,,,,662.0,2700.0,44184.0,45.340291194454956,50.484976278334216,9.682984408643994,9.588294808934547,59.343114619795934,33.31347285320623
E14000588,Bradford South,England,Yorkshire and The Humber,57.557281494140625,16044.0,18390.0,1505.0,,,,983.0,2819.0,39741.0,23.18056161128245,51.58304200108327,7.44633460478325,12.102903917365037,63.280905482875205,31.73109902493998
E14000589,Bradford West,England,Yorkshire and The Humber,62.60927200317383,6717.0,33736.0,1349.0,,,,813.0,1556.0,44261.0,31.817161044556393,49.56561898205836,16.446022081301635,8.202167706727975,56.12369125882639,32.92481670860049
E14000590,Braintree,England,East of England,67.14578247070312,34112.0,9439.0,4779.0,,,,,,50499.0,2.092541492591197,50.979149632052334,5.356061139677397,14.032542086356273,69.22544780728845,39.08585546633724
W07000068,Brecon and Radnorshire,Wales,Wales,74.46206665039062,21958.0,3944.0,14827.0,,,,,,41319.0,0.230202132555935,50.903940922294325,5.708747951884266,19.114414738440637,69.5043523450695,33.05833441600623
E14000591,Brent Central,England,London,58.46820068359375,10909.0,31779.0,4844.0,,,,1600.0,,49132.0,75.151601314516,49.849386632517934,12.743877940989131,7.337651520348068,35.360769215424206,24.54068503261585
E14000592,Brent North,England,London,61.9169807434082,18832.0,26911.0,4065.0,,,,850.0,951.0,51879.0,61.79402952054366,49.33454749229476,13.759356403823425,9.073379087271144,55.32565363073838,35.08694695135373
E14000593,Brentford and Isleworth,England,London,67.99883270263672,18752.0,29266.0,7314.0,,,,1829.0,1165.0,58326.0,49.03124427900165,50.034226329381745,10.4654013524833,8.04237236194251,49.47634242311532,31.27654992854766
E14000594,Brentwood and Ongar,England,East of England,70.35944366455078,36308.0,7243.0,7187.0,,,,1679.0,,52949.0,2.935099249087962,51.53565627117914,6.3201135260288295,15.140787213384122,74.82137309723517,38.288288288288285
W07000073,Bridgend,Wales,Wales,66.72037506103516,18193.0,17036.0,2368.0,,2013.0,,815.0,1811.0,42236.0,9.431564976401308,50.487649143014536,6.331575984030302,16.771595775537016,72.2428674178854,35.327259649964034
E14000595,Bridgwater and West Somerset,England,South West,67.56594848632812,35827.0,11388.0,7805.0,,,,1877.0,,57652.0,0.9851498265275629,51.25035227806482,5.5025878507218735,18.072148499824884,68.1441527653929,34.16342243197982
E14000596,Brigg and Goole,England,Yorkshire and The Humber,65.82144165039062,30941.0,9000.0,2180.0,,,,1281.0,,43402.0,1.3605589486102074,50.76234631974719,5.3910426235675875,17.615337586806916,72.79308101073636,37.967682463941
E14000597,"Brighton, Kemptown",England,South East,69.49866485595703,16972.0,25033.0,2964.0,,,,2237.0,1327.0,48533.0,23.089802783374395,50.41881900684745,15.009989286851782,12.499638069316966,54.16417464114832,24.038078149920256
E14000598,"Brighton, Pavilion",England,South East,73.36225891113281,10176.0,13211.0,,,,177.0,33151.0,770.0,57998.0,35.714704351213726,49.81803789831359,20.765717617335536,7.355942085317267,53.518733792363406,22.375480640257532
E14000599,Bristol East,England,South West,70.60527801513672,16923.0,27717.0,3527.0,,,,2106.0,1881.0,52154.0,40.21726295902704,50.816835835919804,8.474044047330183,11.54422574613551,62.528601333917535,29.16362397156906
E14000600,Bristol North West,England,South West,73.26969909667969,21638.0,27330.0,4940.0,,,,1977.0,,55885.0,22.871838386771817,51.44778739993453,10.920580129721905,12.75366756673997,60.696505447461455,31.068568267635104
E14000601,Bristol South,England,South West,65.64778137207031,18036.0,27895.0,4227.0,,,,2713.0,2325.0,55196.0,43.69421982020112,51.15913007032087,6.336081134455387,11.208225566017301,56.673719664910614,26.9496502288626
E14000602,Bristol West,England,South West,76.09644317626953,8822.0,47028.0,,,,,18809.0,869.0,75528.0,72.29821011312178,48.045584319763904,24.334401455811378,5.425666587546483,40.048354100799706,18.68328063976195
E14000603,Broadland,England,East of England,72.90629577636719,33934.0,12073.0,9195.0,,,,1412.0,,56977.0,1.245605155152352,51.20393326889944,5.136004171373947,18.690072709365314,75.95640569395017,39.45729537366548
E14000604,Bromley and Chislehurst,England,London,68.31791687011719,23958.0,13067.0,6621.0,,,,1546.0,,45566.0,30.12268896139206,52.36311531822233,7.077382559931371,12.537531574181454,67.61552380695169,33.440462365301
E14000605,Bromsgrove,England,West Midlands,72.28749084472656,34408.0,11302.0,6779.0,,,,1783.0,,54272.0,4.315683661867059,50.55373410083621,6.555370389487811,16.268231893462325,79.48811700182816,40.16714546879081
E14000606,Broxbourne,England,East of England,63.82170486450195,30631.0,10824.0,3970.0,,,,1281.0,,46706.0,14.775208638688643,51.48901710699464,6.892923284134913,13.516471182445706,73.65600865387034,36.731151417574395
E14000607,Broxtowe,England,East Midlands,75.66117095947266,26602.0,21271.0,,,,,1806.0,,55272.0,14.435388749726403,50.53858546293078,8.813957437174553,16.13793298618972,73.46414908058743,36.87276317413304
E14000608,Buckingham,England,South East,76.3211669921875,37035.0,7638.0,16624.0,,,,,1286.0,63458.0,1.1209971965842251,50.57313961145867,7.053748231966053,14.558698727015559,75.69571373407132,44.35577294375081
E14000609,Burnley,England,North West,60.58590316772461,15720.0,14368.0,3501.0,,,,739.0,3362.0,38984.0,7.864386998047882,50.84482936858912,6.735988386771018,15.376483211310275,65.00133155792277,30.647137150466047
E14000610,Burton,England,West Midlands,64.95281982421875,29560.0,15064.0,2681.0,,,,1433.0,,48738.0,4.220871932522584,50.22923947007233,6.291324650445008,14.49705322814533,68.13220275461444,35.47503045066991
E14000611,Bury North,England,North West,68.08087158203125,21660.0,21555.0,1584.0,,,,802.0,1240.0,46841.0,17.17224419719591,50.8002935173932,6.892393466242776,15.242823359904781,70.70487573000136,34.65435284530762
E14000612,Bury South,England,North West,66.89642333984375,22034.0,21632.0,2315.0,,,,848.0,1672.0,50274.0,20.09311151407865,51.271437623924285,7.109580145128046,13.870457689809978,68.68371349702164,33.8369896847305
E14000613,Bury St Edmunds,England,East of England,69.11449432373047,37770.0,12782.0,,,,,9711.0,,61957.0,2.264280074542495,50.31668396699449,5.405536374098976,15.74413956023987,69.3252941667362,37.78686472502712
W07000076,Caerphilly,Wales,Wales,63.510433197021484,11185.0,18018.0,,,6424.0,,,4490.0,40117.0,7.593528825814157,51.05771441710738,6.548948080128306,15.635711814836945,70.31245652597312,35.76973373028018
S14000009,"Caithness, Sutherland and Easter Ross",Scotland,Scotland,67.02961730957031,5176.0,1936.0,11705.0,11501.0,,,,1139.0,31457.0,0.07277922150828384,50.873387006058266,4.728405279435466,17.89214618634839,65.34876245580199,34.31193971213258
E14000614,Calder Valley,England,Yorkshire and The Humber,72.8908920288086,29981.0,24207.0,2884.0,,,,,,57793.0,3.3416484266882693,51.37673488019736,5.9331714041882755,16.012604214534235,69.8142854025271,34.020033607576984
E14000615,Camberwell and Peckham,England,London,63.49484634399414,6478.0,40258.0,5087.0,,,,3501.0,1041.0,56492.0,109.9235435082206,51.23217223260346,13.736584537319137,6.246218193012814,27.0618352119384,19.253056040641372
E14000616,Camborne and Redruth,England,South West,71.6968002319336,26764.0,18064.0,3504.0,,,,1359.0,,50367.0,3.058075734586401,51.46191301090875,7.8336448896771,18.198085925641884,70.15877398867872,34.06599475355516
E14000617,Cambridge,England,East of England,67.20240783691406,8342.0,25776.0,16137.0,,,,2164.0,1041.0,53729.0,31.713215682480893,48.90099355063622,27.542030126145033,6.950001093111213,46.48186648186648,27.37121737121737
E14000842,North East Cambridgeshire,England,East of England,63.27913284301758,38423.0,8430.0,4298.0,,,,1813.0,,52964.0,1.5518537565367159,50.80800170854987,5.102415388003818,16.62016983579277,69.82443613759503,35.31647696249318
E14000855,North West Cambridgeshire,England,East of England,67.9946060180664,40307.0,14324.0,6881.0,,,,3021.0,,64533.0,1.6766204878006927,50.488161777052795,5.580381471389646,12.85231607629428,67.51455476106749,39.329113429453365
E14000934,South Cambridgeshire,England,East of England,76.67606353759766,31015.0,7803.0,28111.0,,,,,,66929.0,1.7452761739373128,50.709881883668615,7.968679188277355,13.0646054685533,70.7809592957299,43.122929618369106
E14000937,South East Cambridgeshire,England,East of England,74.20276641845703,32187.0,10492.0,20697.0,,,,,,64385.0,1.529222418665256,50.34544646668816,5.730902985969541,12.97517687972179,67.95379959936922,41.505775050078846
E14000618,Cannock Chase,England,West Midlands,61.9050178527832,31636.0,11757.0,,,,,2920.0,,46313.0,12.355589249108466,50.62075475569966,6.0422835321139,14.85319755375377,69.11764705882352,37.310643320873496
E14000619,Canterbury,England,South East,74.95106506347656,27182.0,29018.0,3408.0,,,,,,60113.0,4.395367488599314,51.95095168374817,23.992918293599786,13.665025586302235,62.969584397492454,30.53169259345252
W07000050,Cardiff Central,Wales,Wales,65.30912017822266,8426.0,25605.0,6298.0,,,,,1006.0,41822.0,52.48805424148902,49.573765281451124,33.88572945631366,7.588693112747495,49.59215990916968,23.74734829244973
W07000051,Cardiff North,Wales,Wales,76.9543228149414,19082.0,26064.0,3580.0,,1606.0,,820.0,1311.0,52666.0,20.672536640413668,52.0133009510407,12.825763216679075,13.176346487962274,74.88359124494633,36.26097867001255
W07000080,Cardiff South and Penarth,Wales,Wales,64.15642547607422,14645.0,27382.0,2985.0,,2386.0,,1182.0,1999.0,50579.0,23.43824979278454,50.89944627983807,8.290036674816626,10.877648736756317,56.16412050866263,26.6493129640693
W07000079,Cardiff West,Wales,Wales,67.40380859375,12922.0,23908.0,2731.0,,3864.0,,1133.0,1619.0,46177.0,17.8678407525037,51.384753974095595,8.108800482218204,12.16998191681736,61.39492986745593,29.370737356839534
E14000620,Carlisle,England,North West,65.85208129882812,23659.0,15340.0,2829.0,,,1045.0,,,42873.0,4.081715004868396,51.36137894136941,7.1225339935549785,15.00117896722471,66.6906013591486,31.273240158994742
W07000067,Carmarthen East and Dinefwr,Wales,Wales,71.40841674804688,14130.0,8622.0,,,15939.0,,,2311.0,41002.0,0.4568923960078797,50.87971173605833,6.123952838969904,19.54506670803599,74.84761093268664,35.577112145244804
W07000066,Carmarthen West and Pembrokeshire South,Wales,Wales,71.18901824951172,22183.0,14438.0,1860.0,,3633.0,,,,42114.0,0.7593524070493369,51.278802141250104,7.334288785381584,18.312432819777857,68.84064498693812,32.77782782331922
E14000621,Carshalton and Wallington,England,London,67.31193542480469,20822.0,6081.0,20193.0,,,,759.0,1043.0,49098.0,37.387481026212264,51.652294328696414,7.787033160576881,10.682989504684635,64.85276121540345,34.94154711380738
E14000622,Castle Point,England,East of England,63.60906982421875,33971.0,7337.0,2969.0,,,,,,44277.0,19.52823029781267,51.24813943711581,5.205335313960326,19.380744591959893,82.60428100987926,38.30406147091109
